Starting trading simulation... for 60 seconds
  BUY ORDER: 38/230 left for TICK735 @ 91.86
  SELL ORDER: 0/515 left for TICK735 @ 12.37
ADDED: BUY 230 TICK735 @ $91.86
ADDED: SELL 757 TICK591 @ $68.11
ADDED: BUY 272 TICK776 @ $97.57
ADDED: SELL 542 TICK292 @ $70.82
ADDED: SELL 472 TICK894 @ $34.14
ADDED: SELL 899 TICK427 @ $14.40
ADDED: BUY 726 TICK496 @ $28.92
ADDED: SELL 854 TICK634 @ $15.28
MATCHED: 754 shares of TICK734 at $51.13
  BUY ORDER: 79/833 left for TICK734 @ 97.88
  SELL ORDER: 0/754 left for TICK734 @ 51.13
MATCHED: 90 shares of TICK947 at $51.74
  SELL ORDER: 808/898 left for TICK947 @ 51.74
  BUY ORDER: 0/619 left for TICK947 @ 73.60
ADDED: BUY 833 TICK734 @ $97.88
MATCHED: 132 shares of TICK208 at $35.63
  BUY ORDER: 22/154 left for TICK208 @ 71.88
  SELL ORDER: 0/738 left for TICK208 @ 35.63
ADDED: SELL 898 TICK947 @ $51.74
ADDED: BUY 154 TICK208 @ $71.88
ADDED: SELL 398 TICK225 @ $86.64
MATCHED: 398 shares of TICK15 at $40.63
  SELL ORDER: 0/398 left for TICK15 @ 40.63
  BUY ORDER: 252/650 left for TICK15 @ 56.83
ADDED: SELL 398 TICK15 @ $40.63
ADDED: BUY 351 TICK371 @ $51.51
MATCHED: 131 shares of TICK759 at $15.38
  BUY ORDER: 0/131 left for TICK759 @ 35.92
  SELL ORDER: 241/372 left for TICK759 @ 15.38
ADDED: BUY 131 TICK759 @ $35.92
ADDED: BUY 310 TICK551 @ $95.41
MATCHED: 452 shares of TICK307 at $17.92
  SELL ORDER: 0/452 left for TICK307 @ 17.92
  BUY ORDER: 249/701 left for TICK307 @ 79.73
ADDED: SELL 452 TICK307 @ $17.92
ADDED: SELL 511 TICK541 @ $47.33
ADDED: BUY 819 TICK685 @ $78.25
ADDED: BUY 593 TICK331 @ $50.70
ADDED: BUY 950 TICK684 @ $42.34
MATCHED: 587 shares of TICK54 at $69.39
ADDED: SELL 887 TICK234 @ $39.19
MATCHED: 477 shares of TICK179 at $56.72
  SELL ORDER: 0/477 left for TICK179 @ 56.72
  BUY ORDER: 56/533 left for TICK179 @ 91.97
ADDED: SELL 477 TICK179 @ $56.72
MATCHED: 442 shares of TICK78 at $15.56
  SELL ORDER: 0/442 left for TICK78 @ 15.56
  BUY ORDER: 277/719 left for TICK78 @ 61.23
ADDED: SELL 442 TICK78 @ $15.56
MATCHED: 131 shares of TICK346 at $56.88
  BUY ORDER: 480/611 left for TICK346 @ 61.65
  SELL ORDER: 0/932 left for TICK346 @ 56.88
  SELL ORDER: 75/662 left for TICK54 @ 69.39
  BUY ORDER: 0/587 left for TICK54 @ 79.76
ADDED: BUY 611 TICK346 @ $61.65
ADDED: SELL 662 TICK54 @ $69.39
ADDED: SELL 851 TICK598 @ $63.67
ADDED: SELL 396 TICK261 @ $95.20
ADDED: BUY 841 TICK65 @ $80.77
MATCHED: 216 shares of TICK96 at $38.06
  SELL ORDER: 0/216 left for TICK96 @ 38.06
  BUY ORDER: 567/783 left for TICK96 @ 70.94
ADDED: SELL 216 TICK96 @ $38.06
MATCHED: 470 shares of TICK273 at $40.11
  SELL ORDER: 0/470 left for TICK273 @ 40.11
  BUY ORDER: 166/636 left for TICK273 @ 54.97
ADDED: SELL 470 TICK273 @ $40.11
MATCHED: 591 shares of TICK553 at $24.27
  SELL ORDER: 0/591 left for TICK553 @ 24.27
  BUY ORDER: 114/705 left for TICK553 @ 69.74
ADDED: BUY 302 TICK328 @ $53.78
ADDED: SELL 904 TICK858 @ $78.17
MATCHED: 168 shares of TICK112 at $22.92
  BUY ORDER: 802/970 left for TICK112 @ 92.02
  SELL ORDER: 0/168 left for TICK112 @ 22.92
ADDED: SELL 591 TICK553 @ $24.27
ADDED: BUY 641 TICK679 @ $16.61
MATCHED: 531 shares of TICK112 at $88.41
  BUY ORDER: 271/970 left for TICK112 @ 92.02
  SELL ORDER: 0/531 left for TICK112 @ 88.41
ADDED: BUY 970 TICK112 @ $92.02
ADDED: SELL 743 TICK423 @ $98.53
MATCHED: 155 shares of TICK980 at $53.21
  BUY ORDER: 800/955 left for TICK980 @ 82.31
  SELL ORDER: 0/155 left for TICK980 @ 53.21
ADDED: SELL 598 TICK14 @ $93.99
ADDED: BUY 955 TICK980 @ $82.31
ADDED: SELL 484 TICK50 @ $60.87
ADDED: SELL 250 TICK999 @ $69.44
ADDED: BUY 964 TICK41 @ $58.29
MATCHED: 241 shares of TICK759 at $15.38
  BUY ORDER: 490/731 left for TICK759 @ 96.79
  SELL ORDER: 0/372 left for TICK759 @ 15.38
ADDED: BUY 731 TICK759 @ $96.79
ADDED: SELL 354 TICK865 @ $45.21
ADDED: SELL 662 TICK877 @ $73.31
MATCHED: 673 shares of TICK265 at $33.83
  BUY ORDER: 41/714 left for TICK265 @ 95.45
  SELL ORDER: 0/673 left for TICK265 @ 33.83
MATCHED: 41 shares of TICK265 at $59.41
  BUY ORDER: 0/714 left for TICK265 @ 95.45
  SELL ORDER: 393/434 left for TICK265 @ 59.41
ADDED: BUY 714 TICK265 @ $95.45
ADDED: SELL 998 TICK43 @ $89.84
ADDED: BUY 685 TICK323 @ $83.59
ADDED: SELL 177 TICK953 @ $35.12
MATCHED: 136 shares of TICK961 at $46.68
  SELL ORDER: 3/139 left for TICK961 @ 46.68
  BUY ORDER: 0/136 left for TICK961 @ 88.13
ADDED: BUY 857 TICK235 @ $76.74
MATCHED: 3 shares of TICK961 at $46.68
  SELL ORDER: 0/139 left for TICK961 @ 46.68
  BUY ORDER: 234/237 left for TICK961 @ 78.21
ADDED: SELL 139 TICK961 @ $46.68
ADDED: SELL 266 TICK316 @ $87.29
ADDED: SELL 419 TICK880 @ $95.80
ADDED: SELL 304 TICK211 @ $19.43
ADDED: SELL 409 TICK404 @ $53.41
ADDED: BUY 117 TICK748 @ $50.71
ADDED: BUY 442 TICK761 @ $12.49
MATCHED: 592 shares of TICK872 at $47.17
  SELL ORDER: 23/615 left for TICK872 @ 47.17
  BUY ORDER: 0/592 left for TICK872 @ 74.54
ADDED: SELL 883 TICK57 @ $35.50
ADDED: SELL 615 TICK872 @ $47.17
ADDED: BUY 973 TICK523 @ $65.69
ADDED: SELL 860 TICK700 @ $63.65
ADDED: SELL 688 TICK686 @ $46.69
MATCHED: 118 shares of TICK751 at $12.39
ADDED: BUY 654 TICK72 @ $26.80
ADDED: SELL 173 TICK961 @ $81.82
  SELL ORDER: 637/755 left for TICK751 @ 12.39
  BUY ORDER: 0/640 left for TICK751 @ 84.78
ADDED: SELL 536 TICK654 @ $10.71
ADDED: SELL 755 TICK751 @ $12.39
ADDED: BUY 648 TICK4 @ $33.37
ADDED: SELL 993 TICK911 @ $49.65
ADDED: BUY 804 TICK836 @ $75.21
ADDED: SELL 353 TICK446 @ $96.65
ADDED: SELL 270 TICK628 @ $87.60
ADDED: SELL 715 TICK333 @ $26.63
ADDED: SELL 322 TICK948 @ $36.76
ADDED: BUY 144 TICK47 @ $78.43
MATCHED: 452 shares of TICK887 at $31.43
  BUY ORDER: 0/452 left for TICK887 @ 97.57
  SELL ORDER: 31/684 left for TICK887 @ 31.43
ADDED: BUY 452 TICK887 @ $97.57
ADDED: BUY 148 TICK548 @ $37.73
ADDED: BUY 143 TICK577 @ $58.83
ADDED: SELL 920 TICK239 @ $68.73
MATCHED: 542 shares of TICK928 at $50.90
  BUY ORDER: 0/542 left for TICK928 @ 58.54
  SELL ORDER: 291/993 left for TICK928 @ 50.90
ADDED: BUY 542 TICK928 @ $58.54
ADDED: SELL 520 TICK946 @ $79.52
ADDED: SELL 640 TICK165 @ $75.88
ADDED: SELL 509 TICK517 @ $70.42
ADDED: BUY 481 TICK849 @ $54.26
ADDED: BUY 737 TICK535 @ $43.13
ADDED: SELL 124 TICK341 @ $67.36
ADDED: SELL 449 TICK745 @ $98.71
ADDED: SELL 665 TICK955 @ $83.20
MATCHED: 405 shares of TICK946 at $11.03
  SELL ORDER: 0/405 left for TICK946 @ 11.03
  BUY ORDER: 122/527 left for TICK946 @ 44.47
ADDED: SELL 405 TICK946 @ $11.03
MATCHED: 201 shares of TICK991 at $18.72
  SELL ORDER: 0/201 left for TICK991 @ 18.72
  BUY ORDER: 392/593 left for TICK991 @ 87.16
ADDED: SELL 201 TICK991 @ $18.72
MATCHED: 493 shares of TICK963 at $10.46
  BUY ORDER: 245/738 left for TICK963 @ 21.18
  SELL ORDER: 0/957 left for TICK963 @ 10.46
ADDED: SELL 992 TICK936 @ $22.61
ADDED: BUY 738 TICK963 @ $21.18
ADDED: SELL 399 TICK486 @ $36.05
ADDED: SELL 660 TICK297 @ $63.88
ADDED: BUY 853 TICK521 @ $38.08
ADDED: BUY 482 TICK1000 @ $59.03
ADDED: SELL 540 TICK900 @ $57.82
ADDED: SELL 668 TICK579 @ $45.88
ADDED: BUY 994 TICK133 @ $19.44
MATCHED: 152 shares of TICK134 at $59.45
  SELL ORDER: 0/152 left for TICK134 @ 59.45
  BUY ORDER: 415/567 left for TICK134 @ 61.39
ADDED: SELL 152 TICK134 @ $59.45
ADDED: BUY 553 TICK134 @ $15.07
ADDED: SELL 751 TICK492 @ $88.78
ADDED: SELL 748 TICK485 @ $82.82
MATCHED: 538 shares of TICK246 at $35.64
  BUY ORDER: 194/732 left for TICK246 @ 86.08
  SELL ORDER: 0/743 left for TICK246 @ 35.64
ADDED: BUY 732 TICK246 @ $86.08
ADDED: BUY 528 TICK351 @ $45.02
ADDED: BUY 743 TICK509 @ $26.02
ADDED: BUY 344 TICK917 @ $11.62
ADDED: SELL 922 TICK754 @ $84.79
ADDED: SELL 436 TICK62 @ $92.03
ADDED: BUY 519 TICK602 @ $15.10
ADDED: SELL 178 TICK619 @ $68.35
ADDED: SELL 372 TICK803 @ $44.78
MATCHED: 452 shares of TICK849 at $73.54
  BUY ORDER: 0/452 left for TICK849 @ 75.01
  SELL ORDER: 100/552 left for TICK849 @ 73.54
ADDED: BUY 452 TICK849 @ $75.01
ADDED: SELL 346 TICK395 @ $27.61
MATCHED: 430 shares of TICK589 at $32.03
  SELL ORDER: 456/886 left for TICK589 @ 32.03
  BUY ORDER: 0/430 left for TICK589 @ 67.28
ADDED: SELL 326 TICK557 @ $27.65
ADDED: BUY 759 TICK704 @ $20.55
ADDED: SELL 886 TICK589 @ $32.03
ADDED: BUY 389 TICK251 @ $55.55
ADDED: BUY 994 TICK107 @ $80.47
ADDED: BUY 427 TICK979 @ $86.66
MATCHED: 414 shares of TICK696 at $53.34
  SELL ORDER: 208/622 left for TICK696 @ 53.34
  BUY ORDER: 0/414 left for TICK696 @ 70.16
MATCHED: 411 shares of TICK507 at $31.97
  BUY ORDER: 359/770 left for TICK507 @ 33.10
  SELL ORDER: 0/411 left for TICK507 @ 31.97
ADDED: SELL 622 TICK696 @ $53.34
ADDED: BUY 770 TICK507 @ $33.10
ADDED: BUY 394 TICK82 @ $56.45
MATCHED: 506 shares of TICK470 at $46.38
  BUY ORDER: 41/547 left for TICK470 @ 96.53
  SELL ORDER: 0/506 left for TICK470 @ 46.38
ADDED: BUY 547 TICK470 @ $96.53
ADDED: SELL 298 TICK550 @ $73.77
ADDED: SELL 864 TICK715 @ $73.96
ADDED: BUY 151 TICK979 @ $23.71
ADDED: BUY 635 TICK833 @ $86.18
ADDED: BUY 769 TICK983 @ $70.07
MATCHED: 141 shares of TICK455 at $28.92
  BUY ORDER: 841/982 left for TICK455 @ 51.23
  SELL ORDER: 0/141 left for TICK455 @ 28.92
MATCHED: 37 shares of TICK465 at $12.69
  BUY ORDER: 295/332 left for TICK465 @ 87.29
  SELL ORDER: 0/532 left for TICK465 @ 12.69
ADDED: BUY 982 TICK455 @ $51.23
ADDED: SELL 325 TICK333 @ $49.30
ADDED: BUY 332 TICK465 @ $87.29
ADDED: BUY 778 TICK367 @ $81.40
MATCHED: 568 shares of TICK508 at $64.88
MATCHED: 174 shares of TICK176 at $31.76
  BUY ORDER: 746/920 left for TICK176 @ 37.97
  SELL ORDER: 0/174 left for TICK176 @ 31.76
MATCHED: 755 shares of TICK844 at $81.66
  SELL ORDER: 0/755 left for TICK844 @ 81.66
  BUY ORDER: 166/921 left for TICK844 @ 88.65
ADDED: SELL 755 TICK844 @ $81.66
ADDED: BUY 920 TICK176 @ $37.97
  SELL ORDER: 130/698 left for TICK508 @ 64.88
  BUY ORDER: 0/568 left for TICK508 @ 80.66
MATCHED: 539 shares of TICK756 at $15.91
  SELL ORDER: 0/539 left for TICK756 @ 15.91
  BUY ORDER: 96/635 left for TICK756 @ 48.88
ADDED: SELL 698 TICK508 @ $64.88
ADDED: SELL 539 TICK756 @ $15.91
ADDED: SELL 658 TICK467 @ $84.48
ADDED: SELL 740 TICK710 @ $68.95
ADDED: SELL 272 TICK446 @ $87.89
ADDED: BUY 221 TICK386 @ $52.94
ADDED: SELL 131 TICK508 @ $99.14
ADDED: SELL 295 TICK451 @ $14.06
ADDED: SELL 526 TICK316 @ $21.39
ADDED: SELL 246 TICK558 @ $62.39
ADDED: SELL 629 TICK736 @ $17.36
ADDED: BUY 219 TICK354 @ $14.83
MATCHED: 117 shares of TICK441 at $69.90
  SELL ORDER: 821/938 left for TICK441 @ 69.90
  BUY ORDER: 0/117 left for TICK441 @ 75.22
ADDED: BUY 430 TICK5 @ $23.22
ADDED: SELL 809 TICK387 @ $55.32
MATCHED: 137 shares of TICK674 at $55.62
  BUY ORDER: 516/653 left for TICK674 @ 74.11
  SELL ORDER: 0/137 left for TICK674 @ 55.62
ADDED: SELL 938 TICK441 @ $69.90
ADDED: SELL 152 TICK249 @ $27.66
ADDED: BUY 653 TICK674 @ $74.11
ADDED: BUY 728 TICK734 @ $39.24
ADDED: SELL 674 TICK982 @ $22.87
ADDED: SELL 733 TICK362 @ $49.49
ADDED: SELL 833 TICK79 @ $57.77
ADDED: BUY 589 TICK826 @ $52.82
ADDED: SELL 563 TICK328 @ $83.76
ADDED: BUY 413 TICK716 @ $28.11
ADDED: BUY 407 TICK496 @ $78.86
ADDED: SELL 707 TICK538 @ $56.98
ADDED: SELL 912 TICK108 @ $52.33
ADDED: BUY 260 TICK595 @ $84.20
ADDED: BUY 882 TICK723 @ $10.20
ADDED: BUY 374 TICK951 @ $24.27
MATCHED: 210 shares of TICK466 at $86.06
  BUY ORDER: 453/663 left for TICK466 @ 91.77
  SELL ORDER: 0/210 left for TICK466 @ 86.06
ADDED: BUY 971 TICK664 @ $49.39
ADDED: BUY 663 TICK466 @ $91.77
ADDED: SELL 926 TICK751 @ $72.35
ADDED: SELL 920 TICK516 @ $27.51
ADDED: BUY 930 TICK461 @ $21.46
MATCHED: 133 shares of TICK615 at $36.99
  SELL ORDER: 187/320 left for TICK615 @ 36.99
  BUY ORDER: 0/133 left for TICK615 @ 46.42
MATCHED: 111 shares of TICK337 at $24.30
  SELL ORDER: 0/111 left for TICK337 @ 24.30
  BUY ORDER: 632/743 left for TICK337 @ 66.15
ADDED: SELL 111 TICK337 @ $24.30
ADDED: SELL 320 TICK615 @ $36.99
ADDED: SELL 110 TICK496 @ $85.80
ADDED: BUY 382 TICK875 @ $38.26
ADDED: BUY 188 TICK401 @ $30.75
MATCHED: 555 shares of TICK924 at $40.05
  SELL ORDER: 0/555 left for TICK924 @ 40.05
  BUY ORDER: 288/843 left for TICK924 @ 73.50
ADDED: SELL 555 TICK924 @ $40.05
MATCHED: 479 shares of TICK353 at $45.11
  BUY ORDER: 429/908 left for TICK353 @ 48.40
  SELL ORDER: 0/713 left for TICK353 @ 45.11
MATCHED: 429 shares of TICK353 at $47.40
  BUY ORDER: 0/908 left for TICK353 @ 48.40
  SELL ORDER: 56/485 left for TICK353 @ 47.40
ADDED: BUY 908 TICK353 @ $48.40
ADDED: SELL 405 TICK947 @ $22.16
MATCHED: 252 shares of TICK15 at $41.64
  SELL ORDER: 452/704 left for TICK15 @ 41.64
  BUY ORDER: 0/650 left for TICK15 @ 56.83
MATCHED: 460 shares of TICK766 at $37.00
  BUY ORDER: 107/567 left for TICK766 @ 74.39
  SELL ORDER: 0/460 left for TICK766 @ 37.00
ADDED: BUY 315 TICK983 @ $67.78
ADDED: BUY 879 TICK659 @ $25.54
ADDED: BUY 567 TICK766 @ $74.39
ADDED: SELL 704 TICK15 @ $41.64
MATCHED: 194 shares of TICK246 at $14.22
  SELL ORDER: 469/663 left for TICK246 @ 14.22
  BUY ORDER: 0/732 left for TICK246 @ 86.08
ADDED: SELL 388 TICK971 @ $67.49
ADDED: SELL 287 TICK51 @ $88.13
ADDED: SELL 768 TICK62 @ $65.18
MATCHED: 287 shares of TICK330 at $27.91
  SELL ORDER: 0/287 left for TICK330 @ 27.91
  BUY ORDER: 358/645 left for TICK330 @ 55.98
ADDED: SELL 287 TICK330 @ $27.91
ADDED: SELL 663 TICK246 @ $14.22
MATCHED: 138 shares of TICK513 at $47.27
  BUY ORDER: 0/138 left for TICK513 @ 84.46
  SELL ORDER: 96/234 left for TICK513 @ 47.27
ADDED: BUY 138 TICK513 @ $84.46
ADDED: SELL 133 TICK1023 @ $94.69
ADDED: BUY 944 TICK817 @ $20.28
MATCHED: 213 shares of TICK440 at $27.29
  BUY ORDER: 442/655 left for TICK440 @ 77.43
  SELL ORDER: 0/213 left for TICK440 @ 27.29
MATCHED: 482 shares of TICK1000 at $34.73
  SELL ORDER: 175/657 left for TICK1000 @ 34.73
  BUY ORDER: 0/482 left for TICK1000 @ 59.03
MATCHED: 442 shares of TICK440 at $41.84
  BUY ORDER: 0/655 left for TICK440 @ 77.43
  SELL ORDER: 537/979 left for TICK440 @ 41.84
MATCHED: 175 shares of TICK1000 at $34.73
  SELL ORDER: 0/657 left for TICK1000 @ 34.73
  BUY ORDER: 350/525 left for TICK1000 @ 40.22
ADDED: SELL 657 TICK1000 @ $34.73
ADDED: BUY 655 TICK440 @ $77.43
ADDED: SELL 815 TICK250 @ $39.03
MATCHED: 344 shares of TICK158 at $92.30
  SELL ORDER: 627/971 left for TICK158 @ 92.30
  BUY ORDER: 0/344 left for TICK158 @ 97.14
ADDED: SELL 294 TICK125 @ $93.45
MATCHED: 627 shares of TICK158 at $92.30
  SELL ORDER: 0/971 left for TICK158 @ 92.30
  BUY ORDER: 226/853 left for TICK158 @ 95.66
ADDED: SELL 971 TICK158 @ $92.30
ADDED: SELL 233 TICK390 @ $65.66
MATCHED: 101 shares of TICK266 at $40.43
  BUY ORDER: 127/228 left for TICK266 @ 80.82
  SELL ORDER: 0/101 left for TICK266 @ 40.43
ADDED: BUY 228 TICK266 @ $80.82
ADDED: BUY 766 TICK537 @ $40.59
ADDED: SELL 769 TICK32 @ $88.33
MATCHED: 478 shares of TICK490 at $13.29
  BUY ORDER: 358/836 left for TICK490 @ 78.19
  SELL ORDER: 0/478 left for TICK490 @ 13.29
MATCHED: 115 shares of TICK504 at $12.27
  SELL ORDER: 0/115 left for TICK504 @ 12.27
  BUY ORDER: 249/364 left for TICK504 @ 54.86
ADDED: SELL 115 TICK504 @ $12.27
ADDED: BUY 974 TICK568 @ $51.76
ADDED: BUY 836 TICK490 @ $78.19
ADDED: SELL 100 TICK561 @ $60.14
MATCHED: 544 shares of TICK364 at $50.05
  SELL ORDER: 0/544 left for TICK364 @ 50.05
  BUY ORDER: 440/984 left for TICK364 @ 78.93
ADDED: SELL 544 TICK364 @ $50.05
ADDED: BUY 867 TICK443 @ $85.13
ADDED: BUY 301 TICK694 @ $74.59
ADDED: SELL 237 TICK956 @ $66.09

Simulation complete!

Remaining orders in the book:

Ticker: TICK0
  Buy Orders:
    410/664 shares @ $41.95
    390/390 shares @ $14.46

Ticker: TICK1
  Sell Orders:
    722/722 shares @ $14.61

Ticker: TICK2
  Buy Orders:
    588/588 shares @ $21.82

Ticker: TICK3
  Sell Orders:
    358/609 shares @ $17.34

Ticker: TICK4
  Buy Orders:
    454/454 shares @ $37.37
    648/648 shares @ $33.37
  Sell Orders:
    505/505 shares @ $73.13

Ticker: TICK5
  Buy Orders:
    430/430 shares @ $23.22

Ticker: TICK6
  Buy Orders:
    957/957 shares @ $80.18

Ticker: TICK7
  Buy Orders:
    939/939 shares @ $46.60

Ticker: TICK9
  Sell Orders:
    797/797 shares @ $44.61
    399/399 shares @ $47.95

Ticker: TICK10
  Buy Orders:
    804/804 shares @ $90.58
    407/407 shares @ $59.13

Ticker: TICK13
  Sell Orders:
    455/455 shares @ $65.28

Ticker: TICK14
  Sell Orders:
    598/598 shares @ $93.99

Ticker: TICK15
  Buy Orders:
    817/817 shares @ $28.64
  Sell Orders:
    452/704 shares @ $41.64

Ticker: TICK18
  Buy Orders:
    107/671 shares @ $52.32

Ticker: TICK19
  Sell Orders:
    592/592 shares @ $20.95

Ticker: TICK20
  Sell Orders:
    869/869 shares @ $16.96
    976/976 shares @ $19.55
    979/979 shares @ $66.09
    268/268 shares @ $89.32
    809/809 shares @ $93.16

Ticker: TICK21
  Buy Orders:
    398/398 shares @ $50.93

Ticker: TICK22
  Sell Orders:
    557/557 shares @ $82.38

Ticker: TICK23
  Sell Orders:
    623/623 shares @ $28.17

Ticker: TICK24
  Sell Orders:
    841/841 shares @ $58.50

Ticker: TICK25
  Buy Orders:
    334/334 shares @ $84.71

Ticker: TICK26
  Sell Orders:
    826/826 shares @ $55.50

Ticker: TICK28
  Buy Orders:
    450/450 shares @ $55.20
  Sell Orders:
    801/801 shares @ $64.88
    838/838 shares @ $97.33

Ticker: TICK29
  Sell Orders:
    928/928 shares @ $96.56

Ticker: TICK30
  Buy Orders:
    764/764 shares @ $95.70
    762/762 shares @ $81.40

Ticker: TICK32
  Sell Orders:
    769/769 shares @ $88.33

Ticker: TICK35
  Buy Orders:
    626/626 shares @ $56.90

Ticker: TICK39
  Sell Orders:
    485/485 shares @ $24.37

Ticker: TICK40
  Sell Orders:
    583/583 shares @ $41.94

Ticker: TICK41
  Buy Orders:
    964/964 shares @ $58.29

Ticker: TICK43
  Buy Orders:
    342/342 shares @ $53.09
  Sell Orders:
    998/998 shares @ $89.84

Ticker: TICK44
  Buy Orders:
    257/257 shares @ $57.38

Ticker: TICK45
  Buy Orders:
    918/918 shares @ $74.74

Ticker: TICK46
  Sell Orders:
    592/592 shares @ $44.38
    576/576 shares @ $90.94

Ticker: TICK47
  Buy Orders:
    144/144 shares @ $78.43

Ticker: TICK48
  Buy Orders:
    515/515 shares @ $62.28

Ticker: TICK50
  Buy Orders:
    998/998 shares @ $49.46
  Sell Orders:
    484/484 shares @ $60.87
    234/234 shares @ $77.51

Ticker: TICK51
  Sell Orders:
    917/917 shares @ $31.01
    411/411 shares @ $61.09
    287/287 shares @ $88.13

Ticker: TICK53
  Sell Orders:
    860/860 shares @ $85.87

Ticker: TICK54
  Buy Orders:
    252/252 shares @ $55.17
  Sell Orders:
    75/662 shares @ $69.39

Ticker: TICK56
  Sell Orders:
    633/633 shares @ $23.61
    393/393 shares @ $76.83

Ticker: TICK57
  Sell Orders:
    883/883 shares @ $35.50

Ticker: TICK58
  Buy Orders:
    706/706 shares @ $66.64
    381/381 shares @ $27.64

Ticker: TICK60
  Sell Orders:
    828/828 shares @ $31.80

Ticker: TICK61
  Buy Orders:
    859/859 shares @ $78.82

Ticker: TICK62
  Sell Orders:
    606/606 shares @ $36.58
    638/638 shares @ $56.97
    768/768 shares @ $65.18
    436/436 shares @ $92.03

Ticker: TICK63
  Sell Orders:
    513/513 shares @ $48.64

Ticker: TICK64
  Buy Orders:
    717/717 shares @ $78.32
  Sell Orders:
    794/794 shares @ $84.70

Ticker: TICK65
  Buy Orders:
    841/841 shares @ $80.77

Ticker: TICK67
  Sell Orders:
    891/891 shares @ $60.47
    422/422 shares @ $76.51

Ticker: TICK68
  Buy Orders:
    995/995 shares @ $12.76
  Sell Orders:
    371/371 shares @ $97.21

Ticker: TICK69
  Sell Orders:
    828/828 shares @ $83.85

Ticker: TICK70
  Buy Orders:
    545/545 shares @ $46.91
    244/244 shares @ $34.19

Ticker: TICK72
  Buy Orders:
    654/654 shares @ $26.80

Ticker: TICK73
  Sell Orders:
    350/350 shares @ $68.03

Ticker: TICK74
  Buy Orders:
    593/593 shares @ $12.77
  Sell Orders:
    358/358 shares @ $42.18
    141/141 shares @ $95.56

Ticker: TICK75
  Sell Orders:
    880/880 shares @ $20.55

Ticker: TICK76
  Buy Orders:
    52/347 shares @ $46.51

Ticker: TICK78
  Buy Orders:
    277/719 shares @ $61.23

Ticker: TICK79
  Buy Orders:
    365/365 shares @ $57.74
    394/394 shares @ $34.43
  Sell Orders:
    833/833 shares @ $57.77
    341/341 shares @ $93.21

Ticker: TICK80
  Sell Orders:
    337/337 shares @ $57.04

Ticker: TICK81
  Buy Orders:
    170/483 shares @ $70.91

Ticker: TICK82
  Buy Orders:
    394/394 shares @ $56.45

Ticker: TICK83
  Buy Orders:
    314/314 shares @ $83.08
  Sell Orders:
    939/939 shares @ $98.34

Ticker: TICK84
  Sell Orders:
    716/716 shares @ $31.05

Ticker: TICK88
  Sell Orders:
    788/788 shares @ $84.87

Ticker: TICK89
  Buy Orders:
    285/285 shares @ $64.93

Ticker: TICK91
  Sell Orders:
    658/658 shares @ $71.77

Ticker: TICK92
  Buy Orders:
    524/524 shares @ $38.43
  Sell Orders:
    876/876 shares @ $65.11

Ticker: TICK94
  Buy Orders:
    878/878 shares @ $77.03

Ticker: TICK95
  Sell Orders:
    838/838 shares @ $34.61
    431/992 shares @ $55.64

Ticker: TICK96
  Buy Orders:
    567/783 shares @ $70.94
    798/798 shares @ $67.94

Ticker: TICK100
  Buy Orders:
    896/896 shares @ $81.30

Ticker: TICK101
  Buy Orders:
    295/295 shares @ $49.24
    303/303 shares @ $28.82
    312/312 shares @ $20.77
    266/266 shares @ $20.30
  Sell Orders:
    554/554 shares @ $56.96
    203/203 shares @ $68.91

Ticker: TICK103
  Buy Orders:
    945/945 shares @ $18.07

Ticker: TICK104
  Buy Orders:
    885/885 shares @ $39.19
    542/542 shares @ $14.73
  Sell Orders:
    489/902 shares @ $68.99

Ticker: TICK105
  Sell Orders:
    801/801 shares @ $18.26
    114/114 shares @ $68.68
    246/246 shares @ $77.67

Ticker: TICK106
  Buy Orders:
    793/793 shares @ $16.57

Ticker: TICK107
  Buy Orders:
    994/994 shares @ $80.47

Ticker: TICK108
  Sell Orders:
    591/591 shares @ $30.42
    912/912 shares @ $52.33
    722/722 shares @ $69.58

Ticker: TICK109
  Buy Orders:
    999/999 shares @ $11.08
  Sell Orders:
    438/438 shares @ $14.92
    572/572 shares @ $17.43
    343/343 shares @ $88.51
    652/652 shares @ $92.88
    946/946 shares @ $98.38

Ticker: TICK110
  Buy Orders:
    327/327 shares @ $59.93
    139/139 shares @ $18.74

Ticker: TICK112
  Buy Orders:
    271/970 shares @ $92.02

Ticker: TICK113
  Buy Orders:
    393/890 shares @ $62.75
    357/357 shares @ $35.20

Ticker: TICK114
  Sell Orders:
    965/965 shares @ $78.45
    888/888 shares @ $85.93

Ticker: TICK115
  Buy Orders:
    182/774 shares @ $73.32

Ticker: TICK116
  Sell Orders:
    363/363 shares @ $60.24

Ticker: TICK119
  Sell Orders:
    539/539 shares @ $42.54

Ticker: TICK120
  Sell Orders:
    697/697 shares @ $84.02

Ticker: TICK122
  Sell Orders:
    291/627 shares @ $23.32

Ticker: TICK123
  Buy Orders:
    330/330 shares @ $39.50

Ticker: TICK124
  Sell Orders:
    634/634 shares @ $22.88

Ticker: TICK125
  Sell Orders:
    642/642 shares @ $65.26
